vendor_id,vendor_name,category,contact_person,email,phone_number,address,status,bucket,date_added,last_interaction_date,performance_rating
VEN-1382,Eco Plastics Inc.,Packaging,Michael Galvan,rhonda16@example.com,649.432.5272,"096 Maria Canyon, Port Tina, NH 47976",Potential,Key Supplier,2025-07-04,2025-09-09,5.0
VEN-1383,Line Automation Systems,Manufacturing Equipment,Melissa Nolan,bobby96@example.com,887.715.2693,"0202 Christopher Knolls Apt. 756, East Williambury, NC 36556",Onboarding,Key Supplier,2024-08-05,2024-09-10,2.7
VEN-1384,Swift Haulage,Logistics & Distribution,Andre Delgado,samuelcortez@example.com,587-883-4401x2537,"969 Kristina Street Apt. 352, Catherineton, TX 51852",Inactive,Niche Supplier,2024-05-04,2024-10-23,2.6
VEN-1385,Global Agri-Products,Raw Materials,Amy Anderson,alanaguilar@example.com,(798)699-0922,"1383 Bell Avenue Suite 475, New Judy, RI 28098",Potential,Transactional,2025-01-26,2025-09-27,3.5
VEN-1386,Nationwide Freight,Logistics & Distribution,Jeffrey Collins,angelwatkins@example.com,001-706-738-2359x574,"205 Howard Trace, New Edwin, RI 71067",Onboarding,Strategic Partner,2023-11-10,2024-08-25,3.6
VEN-1387,GlassWorks Containers,Packaging,John Cruz,davidlester@example.org,223.492.6388,"247 Alicia Cape Suite 574, Natalieberg, MP 78363",Under Review,Key Supplier,2023-11-06,2025-06-16,3.3
VEN-1388,Industrial Mixers Ltd.,Manufacturing Equipment,Alyssa Lopez,bradleychristine@example.net,001-813-962-7969,"409 Justin Valley Apt. 534, South Tina, MN 57867",Potential,Niche Supplier,2022-11-30,2023-11-21,5.0
VEN-1389,Creative Edge Agency,Marketing & Advertising,Cody Owens,gerald05@example.org,870-279-0970,"739 Russell Ports Suite 348, Michellehaven, WA 56965",Inactive,Niche Supplier,2025-06-30,2025-09-04,4.4
VEN-1390,Farm Fresh Organics,Raw Materials,Daniel Gallegos,amyford@example.org,+1-765-741-9860x51852,"53943 Rebecca Extension Apt. 412, Louisshire, PR 59905",Active,Transactional,2023-09-06,2024-11-09,3.8
VEN-1391,ProPack Machinery,Manufacturing Equipment,Danielle Bass,susan04@example.com,(603)663-9531x851,"71461 Clark Highway Suite 843, Beverlyhaven, MT 98654",Active,Niche Supplier,2024-01-17,2024-04-23,4.4
VEN-1392,Digital Reach Marketing,Marketing & Advertising,Scott Pruitt,michaelfry@example.com,+1-965-985-1233x957,"24095 Forbes Springs Apt. 015, West Edwardberg, CT 04690",Onboarding,Strategic Partner,2023-05-13,2025-01-08,4.0
VEN-1393,Swift Haulage,Logistics & Distribution,Ronnie Richard,xweber@example.org,+1-716-847-7540x391,"78240 Melissa Views, North Michaelview, HI 32263",Under Review,Niche Supplier,2025-02-26,2025-10-05,4.4
VEN-1394,Brand Builders Co.,Marketing & Advertising,Jose Stewart,jessicaromero@example.org,6497161998,"220 Buchanan Plains Suite 305, Anthonyburgh, AS 27397",Under Review,Key Supplier,2022-12-27,2025-01-05,5.0
VEN-1395,SecureNet IT Solutions,IT & Software,Sherry Rogers,donna63@example.org,001-360-353-3627,"0663 Virginia Motorway, Bakerside, ID 51607",Active,Niche Supplier,2023-11-01,2024-08-08,3.1
VEN-1396,Digital Reach Marketing,Marketing & Advertising,Andrew Wilkins,hlawson@example.net,549.509.7193x5103,"79256 Brown Parks Apt. 694, Montgomerytown, SC 46014",Under Review,Transactional,2024-01-25,2024-10-08,2.6
VEN-1397,Line Automation Systems,Manufacturing Equipment,David Morales,martineztara@example.com,(566)483-7689x2404,"778 Garcia Hollow, Anthonyshire, WA 06303",Under Review,Transactional,2023-02-09,2024-11-20,2.6
VEN-1398,Swift Haulage,Logistics & Distribution,Amanda Greer,ryanmichael@example.net,533-981-9576x356,"980 Kyle Plains, Kimberlymouth, GA 50837",Inactive,Transactional,2025-04-15,2025-09-18,3.9
VEN-1399,Line Automation Systems,Manufacturing Equipment,Cheryl Young,robertrichards@example.org,001-390-557-3900,"235 Davis Throughway, South Robertberg, VA 77312",Potential,Strategic Partner,2024-04-13,2024-10-21,4.2
VEN-1400,Swift Haulage,Logistics & Distribution,Stephanie Howard,dbrock@example.com,863-602-3749x9972,"876 Barker Inlet, Lake Lori, HI 63225",Inactive,Key Supplier,2023-05-08,2023-10-10,3.1
VEN-1401,SecureNet IT Solutions,IT & Software,Michael Kelly,nataliemiles@example.net,001-881-920-5968x747,"266 Thomas Estates, Robinsonmouth, MH 25418",Under Review,Key Supplier,2024-10-22,2025-07-07,4.0
VEN-1402,Line Automation Systems,Manufacturing Equipment,Kelly Herrera,calvin79@example.com,+1-229-529-5267,"442 Chad Motorway Suite 936, Port Jason, IA 84133",Active,Transactional,2024-03-28,2024-06-09,4.9
VEN-1403,Sugar & Spice Corp,Raw Materials,Melissa Hernandez,ilane@example.net,239.418.3324x146,"99990 Wolf Fields Apt. 286, Jenniferstad, MP 03065",Under Review,Niche Supplier,2024-05-05,2025-05-22,3.9
VEN-1404,ColdChain Logistics,Logistics & Distribution,Michael Ortega,robertsonchristina@example.com,723.305.8607x885,"12880 Thomas Ramp, New Elizabethmouth, MH 66008",Under Review,Transactional,2024-03-03,2025-08-30,3.3
VEN-1405,GlassWorks Containers,Packaging,Katherine Gutierrez,steven70@example.org,001-618-606-9381x1827,"PSC 6781, Box 3437, APO AE 01436",Onboarding,Transactional,2023-10-20,2025-04-23,3.9
VEN-1406,DataFlow Analytics,IT & Software,Amber Campbell,edwardramsey@example.com,(295)878-6695,"168 Christy Keys, Aliciafurt, CT 97420",Potential,Niche Supplier,2022-11-02,2023-05-09,4.8
VEN-1407,GlassWorks Containers,Packaging,Mr. David Harrison MD,davilajoseph@example.org,001-681-288-9673x889,"0421 Joseph View Apt. 828, Johnport, DC 80443",Onboarding,Niche Supplier,2025-01-29,2025-04-19,2.8
VEN-1408,PackRight Solutions,Packaging,Philip Hogan,barajasallen@example.com,8385773656,"988 Kevin Point Apt. 336, Johnnyburgh, CT 36949",Potential,Transactional,2023-12-31,2024-01-16,4.9
VEN-1409,Creative Edge Agency,Marketing & Advertising,Derrick Villanueva,kathryn06@example.net,001-462-851-7931x1733,"3901 Perkins Meadow, Welchville, IA 60712",Active,Niche Supplier,2025-01-16,2025-04-05,4.4
VEN-1410,Sugar & Spice Corp,Raw Materials,Christine Miller,robinsontammie@example.net,(964)605-2917x01266,"492 Jessica Rest Apt. 761, North Eric, NV 71353",Potential,Strategic Partner,2025-07-16,2025-07-20,4.1
VEN-1411,Creative Edge Agency,Marketing & Advertising,Katherine Christensen,jennifer02@example.net,543-393-4759x5577,"439 Willis Plains Apt. 141, Saraborough, AK 67784",Active,Key Supplier,2024-02-07,2024-05-29,4.6
VEN-1412,Swift Haulage,Logistics & Distribution,Allison Thompson,julievillanueva@example.org,001-682-883-2918x80769,"3718 Lee Trace Apt. 796, Randyville, AZ 16580",Active,Transactional,2024-09-26,2025-05-22,3.9
VEN-1413,Nationwide Freight,Logistics & Distribution,Gary Peterson,robertswanson@example.net,001-704-784-4218x640,"PSC 7965, Box 2476, APO AA 80205",Under Review,Strategic Partner,2025-06-29,2025-09-26,4.5
VEN-1414,ProPack Machinery,Manufacturing Equipment,Joseph Austin,malik32@example.org,677.760.1137,"102 Wells Land Apt. 782, Sanchezmouth, AR 34276",Potential,Strategic Partner,2024-09-11,2025-07-10,3.8
VEN-1415,SecureNet IT Solutions,IT & Software,Mark Brown,gabrielrivera@example.net,434.547.0319,"2260 Wallace Trail Apt. 094, South Mitchellbury, NJ 37208",Under Review,Strategic Partner,2024-06-16,2024-10-31,4.7
VEN-1416,Line Automation Systems,Manufacturing Equipment,Matthew Nguyen,hbryan@example.net,001-337-696-2876,"8856 Brady Street Apt. 478, Port Kyle, OR 82436",Potential,Transactional,2024-09-18,2025-09-02,3.9
VEN-1417,GlassWorks Containers,Packaging,Christopher Carlson,angelawhite@example.net,413-610-1959x76238,"21513 Torres Shore, Stokeshaven, AL 17718",Active,Transactional,2024-06-09,2024-07-22,4.3
VEN-1418,Industrial Mixers Ltd.,Manufacturing Equipment,Elizabeth Brown,nicolasgolden@example.net,275-250-4158x627,"505 Carter Pass Suite 562, Crawfordfurt, ID 03764",Onboarding,Strategic Partner,2025-07-15,2025-09-15,4.9
VEN-1419,ProPack Machinery,Manufacturing Equipment,Mrs. Christine Porter,dean96@example.net,(389)469-9514,"080 Wright Mission, Olsonborough, MA 56191",Inactive,Key Supplier,2023-08-07,2025-08-24,2.7
VEN-1420,Nationwide Freight,Logistics & Distribution,Lisa Schwartz,andrea05@example.com,001-735-702-5285x5888,"Unit 9427 Box 1549, DPO AE 38069",Onboarding,Strategic Partner,2024-07-28,2025-09-10,4.5
VEN-1421,Creative Edge Agency,Marketing & Advertising,Andrew Gutierrez,josephhorton@example.net,(690)402-7186,"039 Cox Lane Apt. 077, New Judith, NV 53421",Inactive,Strategic Partner,2024-01-29,2025-03-09,4.5
VEN-1422,DataFlow Analytics,IT & Software,Craig Yates,pateltodd@example.com,9745382625,"96803 Castillo Pike, West Lauratown, IA 49591",Potential,Transactional,2023-11-26,2025-04-23,4.3
VEN-1423,ERP Innovators,IT & Software,Alejandro Chavez,ericabrown@example.com,273-250-4023x03626,"2013 Alejandra Knoll Suite 113, East Madison, PA 46252",Inactive,Transactional,2023-06-22,2024-11-03,5.0
VEN-1424,Global Agri-Products,Raw Materials,Lindsay Jones MD,zmitchell@example.com,+1-497-824-4734,"4555 Murphy Forge Suite 520, East Joe, MS 56603",Onboarding,Niche Supplier,2025-08-20,2025-08-26,4.2
VEN-1425,SecureNet IT Solutions,IT & Software,John Anderson,jperry@example.org,7392389452,"1974 Spencer Drives Apt. 530, North Emilystad, PW 89858",Onboarding,Strategic Partner,2022-12-29,2025-10-14,2.9
VEN-1426,Industrial Mixers Ltd.,Manufacturing Equipment,Christina Morrison,millerjason@example.net,001-458-434-2087x219,"702 Katie Lights, Dixonstad, MN 62014",Active,Transactional,2023-12-27,2025-08-16,3.4
VEN-1427,ColdChain Logistics,Logistics & Distribution,Robert Beard,stacyhernandez@example.org,576-640-3794,"PSC 1427, Box 5633, APO AP 54497",Under Review,Transactional,2025-05-31,2025-08-21,3.8
VEN-1428,Swift Haulage,Logistics & Distribution,Alyssa Sullivan,michaelmadden@example.org,(484)865-9710,"201 Zachary Causeway Apt. 658, Rothberg, OK 91994",Onboarding,Niche Supplier,2025-03-21,2025-07-10,4.1
VEN-1429,GlassWorks Containers,Packaging,Dennis Walker,quinncarmen@example.org,(644)726-7912x079,"60271 John Forge, Joneshaven, NV 43096",Inactive,Transactional,2024-07-20,2025-02-21,3.5
VEN-1430,Brand Builders Co.,Marketing & Advertising,Kevin Morrison,wcastaneda@example.org,6116449129,"31889 Holly Ferry Apt. 897, South Paulfort, WY 49906",Under Review,Transactional,2024-03-22,2025-01-31,3.7
VEN-1431,SecureNet IT Solutions,IT & Software,James Dunn,fbartlett@example.net,+1-748-502-4004,"009 Cook Manors, Melindaton, TX 15112",Potential,Strategic Partner,2023-07-26,2025-04-27,2.6
VEN-1432,Digital Reach Marketing,Marketing & Advertising,Sean Johnson,orichardson@example.net,001-366-391-1820,"31504 Alexander Squares, Davidtown, DE 62538",Inactive,Niche Supplier,2023-05-31,2024-01-17,4.3
VEN-1433,Digital Reach Marketing,Marketing & Advertising,Mark Dougherty,goodmanhoward@example.org,+1-358-244-9022x45961,"6445 Joseph View, Hartmanport, NV 54122",Active,Strategic Partner,2024-12-10,2025-05-14,3.7
VEN-1434,GlassWorks Containers,Packaging,Sandra Mcbride,brockjason@example.com,001-701-214-9075,"66617 Perez Cliffs Suite 128, Deannastad, DE 78224",Under Review,Strategic Partner,2024-09-12,2025-05-08,2.8
VEN-1435,Global Agri-Products,Raw Materials,Miss Angel Holloway,irichardson@example.org,001-575-680-8294x422,"58158 Ramirez Road Apt. 749, Jasonview, CT 31642",Onboarding,Key Supplier,2024-12-11,2025-02-13,2.9
VEN-1436,GlassWorks Containers,Packaging,Daniel Kim,cheryl58@example.org,6645988868,"39267 Charles Fort, Anthonybury, VA 72312",Inactive,Niche Supplier,2025-08-24,2025-10-17,4.0
VEN-1437,Swift Haulage,Logistics & Distribution,Christina Watson,nespinoza@example.org,205.221.1499,"99014 Lisa Trace, South Teresachester, ND 14854",Onboarding,Strategic Partner,2024-04-06,2025-09-22,3.5
VEN-1438,Creative Edge Agency,Marketing & Advertising,Tricia Reed,qfuller@example.com,(863)580-9048,"648 Carr Trail, Meganton, IL 24443",Inactive,Strategic Partner,2022-11-22,2022-12-05,3.7
VEN-1439,Global Agri-Products,Raw Materials,Stacy Chandler,dalexander@example.net,4995938982,"1267 Welch Village Suite 131, Melissaport, AK 24581",Potential,Niche Supplier,2024-09-26,2025-07-30,3.2
VEN-1440,Swift Haulage,Logistics & Distribution,Gary Ortiz,halllinda@example.net,7096626286,"17347 John Hills, Lake Rhonda, OR 52780",Under Review,Transactional,2024-02-06,2024-11-09,2.7
VEN-1441,DataFlow Analytics,IT & Software,Brett Brown,elizabeth63@example.com,893.974.4057,"2344 Huffman Estate Suite 974, Michaelshire, DE 50242",Under Review,Niche Supplier,2023-12-21,2025-07-13,4.2
VEN-1442,ColdChain Logistics,Logistics & Distribution,Jeffrey Harrington,bryanlowe@example.net,(744)450-5502,"563 Johnston Island, North Sara, AK 94127",Inactive,Key Supplier,2023-11-26,2025-03-27,3.1
VEN-1443,DataFlow Analytics,IT & Software,Kevin Carrillo,david73@example.net,701.559.5439x4979,"963 Harris River Apt. 791, Bennettberg, PR 31539",Potential,Transactional,2025-10-14,2025-10-17,2.7
VEN-1444,Swift Haulage,Logistics & Distribution,Lauren Patrick,sheppardronald@example.net,(403)543-2016,"47416 White Lane Apt. 141, Jamesshire, PR 81709",Under Review,Niche Supplier,2025-01-03,2025-04-08,4.9
VEN-1445,PackRight Solutions,Packaging,Adam Fuller,cindyoneill@example.net,001-632-932-0543x199,"8289 Kelly Lakes, Natalieton, ME 94004",Onboarding,Key Supplier,2023-09-17,2025-01-22,3.0
VEN-1446,SecureNet IT Solutions,IT & Software,Natalie Barrett,iyoung@example.net,+1-229-780-4440x94674,"039 Meyers Burg, Karenland, AL 82308",Active,Niche Supplier,2024-09-02,2025-03-06,4.2
VEN-1447,GlassWorks Containers,Packaging,Cassandra Hunt,ebrandt@example.org,724.624.7125x74248,"380 Caleb Vista Suite 630, Matthewton, IN 66312",Onboarding,Niche Supplier,2024-12-19,2025-05-05,3.4
VEN-1448,Sugar & Spice Corp,Raw Materials,Sarah Friedman,danielzachary@example.org,+1-875-478-1101x629,"45214 Taylor Courts, Wilsonborough, VA 47626",Active,Key Supplier,2023-01-17,2024-10-11,4.0
VEN-1449,DataFlow Analytics,IT & Software,William Smith,jennifer11@example.com,7668695980,"731 Edwards Lodge Suite 910, East Donnashire, WY 71782",Under Review,Transactional,2024-07-29,2025-09-18,2.9
VEN-1450,Swift Haulage,Logistics & Distribution,Cory Gallagher,kdonaldson@example.org,755-805-9163x393,"23634 Cox Flats Suite 224, South Linda, PW 31713",Onboarding,Strategic Partner,2024-07-28,2025-09-22,3.5
VEN-1451,ColdChain Logistics,Logistics & Distribution,David Pope,bmeyer@example.com,205-569-3614x8407,"02601 Parker Wells Suite 174, Lake Lauraville, UT 19429",Under Review,Niche Supplier,2024-12-18,2025-07-31,4.3
VEN-1452,ColdChain Logistics,Logistics & Distribution,Linda Davidson,robert75@example.net,916-376-5727,"46771 Rodriguez Via, West Jessicaport, PR 06301",Inactive,Key Supplier,2024-10-04,2024-11-04,5.0
VEN-1453,Eco Plastics Inc.,Packaging,Craig Frazier,mooretyrone@example.org,(617)466-4642,"215 Joseph Tunnel Apt. 306, East Lindsey, UT 12172",Active,Niche Supplier,2025-09-18,2025-10-13,3.2
VEN-1454,ERP Innovators,IT & Software,Fred Campbell,areeves@example.com,+1-903-524-5217x3255,"PSC 3267, Box 9916, APO AE 56605",Under Review,Strategic Partner,2025-03-12,2025-09-12,2.8
VEN-1455,SecureNet IT Solutions,IT & Software,Katie Berry,mooneychristopher@example.com,640-683-8514x53366,"935 Rocha Course Suite 505, East Richardhaven, AL 91556",Inactive,Strategic Partner,2023-01-25,2025-03-02,3.5
VEN-1456,Brand Builders Co.,Marketing & Advertising,Nicole Barber,elamb@example.net,(853)449-9304x821,"PSC 7916, Box 8470, APO AE 83829",Under Review,Transactional,2023-08-26,2023-09-02,4.5
VEN-1457,Line Automation Systems,Manufacturing Equipment,Brandon Williams,danajackson@example.org,001-466-487-9905x15532,"19537 Wilson Summit Apt. 590, Nealland, VA 77842",Inactive,Niche Supplier,2024-01-13,2025-02-18,3.8
VEN-1458,Brand Builders Co.,Marketing & Advertising,Brian Blackburn,sschultz@example.org,+1-815-281-1018,"55795 Calderon Centers Apt. 402, Lake Kelly, MP 38916",Under Review,Niche Supplier,2025-08-19,2025-09-05,4.4
VEN-1459,ColdChain Logistics,Logistics & Distribution,Gina Cherry,angelicahunter@example.org,995.928.6488x5044,"54562 Joshua Forges Suite 036, Port Chelseastad, FL 94644",Under Review,Key Supplier,2025-02-27,2025-10-03,3.9
VEN-1460,Industrial Mixers Ltd.,Manufacturing Equipment,Gary Kemp,emayo@example.net,+1-644-798-5003x7078,"746 Jimenez Mountain, North Krystal, VI 45165",Under Review,Key Supplier,2024-03-12,2025-07-28,2.5
VEN-1461,SecureNet IT Solutions,IT & Software,Gary Ford,jesus44@example.net,9067964017,"880 Michael Port, Hillfurt, OK 41744",Active,Niche Supplier,2022-11-05,2023-09-02,3.1
VEN-1462,Eco Plastics Inc.,Packaging,Jonathan Johnson,ortegamichael@example.com,2859210874,"41796 Salazar Circles Suite 887, North Rickyshire, LA 76830",Active,Transactional,2025-02-17,2025-08-20,2.5
VEN-1463,Sugar & Spice Corp,Raw Materials,Brett Lewis,elizabethzavala@example.net,+1-206-535-5431x2806,"1891 Kerry Rue, Port Robert, MA 01994",Inactive,Strategic Partner,2023-11-17,2025-08-21,4.1
VEN-1464,Digital Reach Marketing,Marketing & Advertising,Tara Moran,pricechristopher@example.com,+1-807-682-9764,"037 James Shoal, South Paula, OH 17071",Potential,Niche Supplier,2023-09-16,2025-03-15,3.5
VEN-1465,ProPack Machinery,Manufacturing Equipment,Anna Hubbard,juliavillarreal@example.org,+1-295-911-8605x72809,"2609 Yvette Ridge, Ryanport, IL 39130",Active,Strategic Partner,2024-07-07,2025-05-30,4.0
VEN-1466,SecureNet IT Solutions,IT & Software,Catherine Clark,campbellchristopher@example.org,990.781.7422,"12761 Marisa Greens, Port Amystad, IL 08545",Onboarding,Niche Supplier,2024-03-04,2025-09-04,3.3
VEN-1467,PackRight Solutions,Packaging,Melinda Lee,mary57@example.net,+1-572-548-5814,"57919 Kyle Walks Suite 699, Kennethton, HI 25538",Onboarding,Strategic Partner,2023-06-17,2025-05-13,3.4
VEN-1468,Nationwide Freight,Logistics & Distribution,Kristy Zimmerman,earellano@example.org,913-300-6459,"575 Laura Drive, Port Kimberly, SD 54082",Under Review,Key Supplier,2023-01-06,2023-12-24,4.2
VEN-1469,Line Automation Systems,Manufacturing Equipment,Seth Miller,jacobssteven@example.net,(592)446-9181,"547 Wang Parkways Apt. 867, Wallaceton, MN 69271",Onboarding,Transactional,2023-07-28,2023-12-08,4.7
VEN-1470,Creative Edge Agency,Marketing & Advertising,Christina Roberts,zachary99@example.org,405.891.4533x4201,"3133 Robert Glen Apt. 921, Evanschester, MI 69404",Onboarding,Key Supplier,2023-08-02,2023-10-17,4.2
VEN-1471,Brand Builders Co.,Marketing & Advertising,Taylor Harris,hickmandavid@example.com,+1-465-867-8288,"022 Amanda Avenue Apt. 721, East Stevenshire, MS 13012",Active,Transactional,2025-08-14,2025-09-10,4.0
VEN-1472,Digital Reach Marketing,Marketing & Advertising,Derrick Taylor,mercedesgillespie@example.com,746.267.9215x848,"63989 Brian Ferry, Heatherbury, NV 79928",Potential,Strategic Partner,2023-03-23,2025-07-18,4.4
VEN-1473,Sugar & Spice Corp,Raw Materials,Bonnie Reed,stephencummings@example.org,(293)653-8377x38455,"1030 John Stravenue, East Kristinmouth, SC 29973",Onboarding,Key Supplier,2024-06-17,2024-09-11,4.8
VEN-1474,Line Automation Systems,Manufacturing Equipment,Nicole Jackson,robinavery@example.net,422.775.2525x009,"88749 Cain Burg, Nicholasshire, NJ 61734",Inactive,Strategic Partner,2023-10-14,2025-04-11,5.0
VEN-1475,PackRight Solutions,Packaging,Dr. Matthew Brady,eric19@example.org,(621)964-7706,"15822 Jason Hills, Smithbury, NJ 65613",Onboarding,Key Supplier,2025-09-11,2025-09-28,3.3
VEN-1476,Sugar & Spice Corp,Raw Materials,Kelly Barnes,aaron50@example.net,(458)235-3587x0800,"3785 Baxter Ville, Fosterport, MN 96799",Active,Transactional,2023-10-11,2025-05-31,4.2
VEN-1477,DataFlow Analytics,IT & Software,Ronald Johnston,lcrosby@example.org,(807)833-7616x085,"84778 Gibbs Run, West Amanda, MD 55520",Inactive,Niche Supplier,2023-10-25,2023-11-11,4.0
VEN-1478,ColdChain Logistics,Logistics & Distribution,Gregory Sullivan,stephenklein@example.com,971-865-3577x06161,"803 Sellers Valleys Suite 998, Kelleymouth, OK 66110",Active,Transactional,2023-01-26,2024-11-05,2.6
VEN-1479,Sugar & Spice Corp,Raw Materials,James Johnson,josephrichards@example.net,001-527-785-5753x05947,"0945 Kimberly Plain, West Thomasstad, FL 43149",Active,Strategic Partner,2024-11-15,2025-08-04,4.0
VEN-1480,Nationwide Freight,Logistics & Distribution,Alyssa Walker,ccaldwell@example.org,798-744-7564,"732 Blair Oval Apt. 866, Meganbury, AZ 21741",Under Review,Transactional,2023-04-03,2024-07-06,3.6
VEN-1481,ColdChain Logistics,Logistics & Distribution,Jesse Ruiz,daisywalker@example.org,(812)567-1692x0821,"PSC 2793, Box 0686, APO AP 27989",Onboarding,Transactional,2023-03-16,2025-01-11,3.8
VEN-1482,ColdChain Logistics,Logistics & Distribution,Jonathan Adams,gdunlap@example.com,574-771-6520x5674,"831 Shelby Spur, South Tricia, IL 69865",Active,Key Supplier,2023-08-29,2025-04-18,3.6
VEN-1483,Farm Fresh Organics,Raw Materials,Alicia Carter,andrewperez@example.org,+1-722-899-7753,"1523 Wood Plaza Suite 781, Patrickborough, PR 31591",Onboarding,Key Supplier,2024-09-01,2024-11-17,2.8
VEN-1484,Global Agri-Products,Raw Materials,Ryan Barker,millermichael@example.com,001-906-604-0686x8566,"Unit 9331 Box 1844, DPO AP 48168",Onboarding,Niche Supplier,2023-09-15,2024-11-17,3.2
VEN-1485,GlassWorks Containers,Packaging,Alex Prince,leeanthony@example.net,(697)645-6642x9462,"4111 Mariah Run Suite 353, Isabellachester, WI 02121",Under Review,Niche Supplier,2023-12-05,2025-07-15,4.1
VEN-1486,SecureNet IT Solutions,IT & Software,Crystal Finley,robbinsbrenda@example.com,410.930.7821,"7804 Anita Trail Suite 989, New Justin, FL 40894",Potential,Transactional,2023-03-17,2023-09-03,4.5
VEN-1487,DataFlow Analytics,IT & Software,Juan Jones,allen77@example.org,686.504.4117,"0655 Michael Burg, North Justinshire, DE 35768",Potential,Transactional,2024-05-09,2024-09-10,3.9
VEN-1488,Digital Reach Marketing,Marketing & Advertising,Charles Brown III,melaniedixon@example.com,(909)765-4342,"365 Todd Walks Apt. 486, Hernandezchester, LA 22004",Under Review,Strategic Partner,2025-04-28,2025-04-30,2.6
VEN-1489,Line Automation Systems,Manufacturing Equipment,Matthew Blanchard MD,qstanton@example.org,6726885776,"25336 Miller Flats Suite 841, South Robert, IL 68720",Onboarding,Key Supplier,2023-07-11,2023-11-14,4.1
VEN-1490,Swift Haulage,Logistics & Distribution,Heather Carter,glenhicks@example.org,632.620.7600x672,"6821 Franco Row Apt. 388, West Eric, NJ 10382",Onboarding,Key Supplier,2025-05-16,2025-07-13,4.4
VEN-1491,SecureNet IT Solutions,IT & Software,Joseph Hughes,turnerandrew@example.net,001-669-464-9043x955,"1292 Diaz Causeway Apt. 835, Robertchester, TN 54223",Active,Key Supplier,2023-10-17,2025-07-31,4.4
VEN-1492,Creative Edge Agency,Marketing & Advertising,Robert Harper,matthew72@example.com,6435067240,"53646 Christine Manor, Jasonbury, NE 76240",Active,Transactional,2024-04-01,2025-03-04,2.8
VEN-1493,Nationwide Freight,Logistics & Distribution,Adam Scott,amy44@example.org,001-767-453-5398,"USNS Santana, FPO AP 18422",Potential,Strategic Partner,2023-09-27,2023-10-27,3.2
VEN-1494,ERP Innovators,IT & Software,James Davis,athomas@example.com,(643)496-1436,"USNS Tyler, FPO AA 39603",Active,Transactional,2023-12-24,2025-01-28,3.7
VEN-1495,ProPack Machinery,Manufacturing Equipment,Ralph Smith,karawalker@example.net,980-561-6688x215,"462 Ebony Parkway, Kelleytown, AS 07656",Active,Transactional,2023-09-30,2023-11-21,3.1
VEN-1496,Line Automation Systems,Manufacturing Equipment,Daniel Frazier,sandranorton@example.com,707.823.9950x32636,"4026 Deanna Gateway Suite 825, East Johnfurt, MI 52395",Inactive,Strategic Partner,2023-01-26,2025-04-01,4.0
VEN-1497,Creative Edge Agency,Marketing & Advertising,James Saunders,robertsonkimberly@example.com,001-702-794-8823,"414 Victoria Island, Tammymouth, GA 82076",Active,Transactional,2024-06-12,2025-01-14,3.8
VEN-1498,GlassWorks Containers,Packaging,Tracy Hughes,weaverbrittany@example.com,769-210-2155,"USS Gardner, FPO AP 04073",Onboarding,Strategic Partner,2023-02-03,2024-02-18,3.6
VEN-1499,GlassWorks Containers,Packaging,Andrew Vasquez,leah46@example.org,786-718-7305,"70211 Snyder Alley, South Stevenville, RI 97088",Potential,Key Supplier,2024-04-11,2025-09-18,4.4
VEN-1500,ColdChain Logistics,Logistics & Distribution,Mary Bates,darlenefox@example.org,389-805-7585x159,"61771 Moore Drives Suite 099, Normaview, UT 19480",Onboarding,Strategic Partner,2024-02-09,2025-01-22,3.1
